,Unnamed: 0,Month,Day,Crime Count,Avg_Temp,Humidity,Precip,Wind_Speed,Conditions,Index,crime,number,date,location,beat,neighborhood,npu,lat,long,Year,latLong,store count
45,38,6,14,1,79.8,70.94,0.99,15.5,"Rain, Partially cloudy",20133,HOMICIDE,161653030051,06/14/2016,2745 OLD HAPEVILLE RD SW,311,Glenrose Heights,Z,33.68,-84.39,2016,"33.68,-84.39",3
46,39,6,17,2,78.0,73.59,0.1,16.7,"Rain, Partially cloudy",19858,HOMICIDE,161682166052,06/17/2016,55 VANIRA AVE SE,304,Peoplestown,V,33.73,-84.39,2016,"33.73,-84.39",4
47,39,6,17,2,78.0,73.59,0.1,16.7,"Rain, Partially cloudy",19857,HOMICIDE,161691730053,06/17/2016,3644 CAMPBELLTON RD SW,414,,P,33.69,-84.51,2016,"33.69,-84.51",4
48,40,6,22,1,82.2,52.47,0.0,14.4,Partially cloudy,19442,HOMICIDE,161721803054,06/22/2016,645 CASCADE AVE SW,404,Westview,T,33.74,-84.44,2016,"33.74,-84.44",4
49,41,6,25,1,87.3,55.26,0.0,12.7,Partially cloudy,19127,HOMICIDE,161772640055,06/25/2016,480 THOMASVILLE BLVD SE,308,Thomasville Heights,Z,33.71,-84.36,2016,"33.71,-84.36",4
50,42,6,26,2,79.4,69.21,0.36,12.6,"Rain, Partially cloudy",19126,HOMICIDE,161780301056,06/26/2016,232 HAMILTON E HOLMES DR NW,112,Collier Heights,I,33.76,-84.47,2016,"33.76,-84.47",4
51,42,6,26,2,79.4,69.21,0.36,12.6,"Rain, Partially cloudy",19125,HOMICIDE,161780488057,06/26/2016,1585 MORELAND AVE SE,607,Custer/McDonough/Guice,W,33.71,-84.35,2016,"33.71,-84.35",3
52,43,7,1,1,83.1,57.13,0.0,13.2,Partially cloudy,23656,HOMICIDE,161833271058,07/01/2016,2100 CHESHIRE BRIDGE RD NE,212,Lindridge/Martin Manor,F,33.81,-84.35,2016,"33.81,-84.35",3
53,44,7,2,1,84.5,51.39,0.0,10.8,Partially cloudy,23654,HOMICIDE,161840217059,07/02/2016,730 DILL AVE SW,301,Capitol View,X,33.72,-84.41,2016,"33.72,-84.41",4
54,45,7,4,1,84.3,64.56,0.02,12.7,"Rain, Partially cloudy",23437,HOMICIDE,161802102060,07/04/2016,336 JOSEPH E LOWERY BLVD NW,106,Bankhead,K,33.76,-84.42,2016,"33.76,-84.42",4
55,46,7,5,1,79.2,79.38,0.56,16.1,"Rain, Partially cloudy",23435,HOMICIDE,161871436061,07/05/2016,OLD HAPEVILLE RD SW @ WATERS RD SW,311,Glenrose Heights,Z,33.68,-84.39,2016,"33.68,-84.39",3
56,47,7,6,1,76.3,82.65,0.76,14.4,"Rain, Partially cloudy",23265,HOMICIDE,111212227062,07/06/2016,1029 MCDANIEL ST SW,302,Pittsburgh,V,33.73,-84.4,2016,"33.73,-84.4",3
57,48,7,10,1,80.9,63.84,0.0,11.5,Partially cloudy,23000,HOMICIDE,161920559063,07/10/2016,529 PEACHTREE ST NE,509,Downtown,M,33.77,-84.39,2016,"33.77,-84.39",4
58,49,7,23,1,82.7,68.69,0.0,9.7,Partially cloudy,21943,HOMICIDE,162050576064,07/23/2016,2520 PIEDMONT RD NE,211,Lindbergh/Morosgo,B,33.82,-84.37,2016,"33.82,-84.37",2
59,50,7,25,2,84.1,64.91,0.27,8.6,"Rain, Partially cloudy",21762,HOMICIDE,162071992066,07/25/2016,2745 OLD HAPEVILLE RD SW,311,Glenrose Heights,Z,33.68,-84.39,2016,"33.68,-84.39",3
60,50,7,25,2,84.1,64.91,0.27,8.6,"Rain, Partially cloudy",21761,HOMICIDE,162070519065,07/25/2016,1999 BENT CREEK WAY SW,410,Campbellton Road,R,33.7,-84.47,2016,"33.7,-84.47",4
61,51,7,30,1,78.6,80.29,0.76,8.6,"Rain, Partially cloudy",21305,HOMICIDE,162120625067,07/30/2016,1870 MYRTLE DR SW,410,Lenox,B,33.85,-84.36,2016,"33.85,-84.36",3
62,52,7,31,2,78.0,82.01,0.22,9.8,"Rain, Partially cloudy",21142,HOMICIDE,162132226068,07/31/2016,132 FAIRFIELD PL NW,108,Dixie Hills,J,33.76,-84.46,2016,"33.76,-84.46",4
63,52,7,31,2,78.0,82.01,0.22,9.8,"Rain, Partially cloudy",21143,HOMICIDE,162132275069,07/31/2016,965 MAYSON TURNER RD NW,102,Washington Park,K,33.76,-84.42,2016,"33.76,-84.42",4
64,53,8,4,3,81.7,74.66,0.18,9.7,"Rain, Partially cloudy",26072,HOMICIDE,162171446072,08/04/2016,197 HENDRIX AVE SW,303,Mechanicsville,V,33.73,-84.39,2016,"33.73,-84.39",4
65,53,8,4,3,81.7,74.66,0.18,9.7,"Rain, Partially cloudy",26071,HOMICIDE,162170126070,08/04/2016,120 CITYLINE AVE NE,603,Old Fourth Ward,M,33.77,-84.38,2016,"33.77,-84.38",4
66,53,8,4,3,81.7,74.66,0.18,9.7,"Rain, Partially cloudy",26070,HOMICIDE,162170576071,08/04/2016,1762 HADLOCK ST SW,408,,R,33.71,-84.45,2016,"33.71,-84.45",4
67,54,8,5,1,81.5,74.23,0.01,12.7,"Rain, Partially cloudy",26069,HOMICIDE,162181837073,08/05/2016,3144 REEVES CIR NW,111,,I,33.75,-84.49,2016,"33.75,-84.49",4
68,55,8,8,1,81.3,75.54,0.05,11.0,"Rain, Overcast",25843,HOMICIDE,162211495074,08/08/2016,2905 WATERS RD SE,311,Glenrose Heights,Z,33.68,-84.4,2016,"33.68,-84.4",3
69,56,8,22,1,79.1,68.9,0.0,10.3,Partially cloudy,24608,HOMICIDE,162341798075,08/22/2016,1770 RICHMOND CIR SE,307,Lakewood Heights,Y,33.71,-84.37,2016,"33.71,-84.37",4
70,57,8,25,1,80.4,72.07,0.0,6.9,Clear,24292,HOMICIDE,162281643076,08/25/2016,590 CASCADE AVE SW,402,West End,T,33.74,-84.43,2016,"33.74,-84.43",4
71,58,8,28,1,82.1,68.14,0.0,10.9,Partially cloudy,24005,HOMICIDE,162412206077,08/28/2016,2020 PHILLIPS DR SE,308,Thomasville Heights,Z,33.7,-84.35,2016,"33.7,-84.35",3
72,59,9,2,1,76.0,79.55,1.16,14.5,"Rain, Overcast",29035,HOMICIDE,162462346078,09/02/2016,2591 ETHERIDGE DR NW,113,Kirkwood,O,33.75,-84.32,2016,"33.75,-84.32",4
73,60,9,5,1,77.1,65.16,0.0,6.4,Clear,28686,HOMICIDE,162491094079,09/05/2016,666 QUAKER ST SW,309,Perkerson,X,33.69,-84.41,2016,"33.69,-84.41",4
74,61,9,6,1,78.2,61.86,0.0,7.5,Clear,28676,HOMICIDE,162503192080,09/06/2016,415 FAIRBURN RD SW,407,Fairburn Mays,H,33.74,-84.51,2016,"33.74,-84.51",5
75,62,9,11,1,80.6,63.1,0.0,10.3,Partially cloudy,28217,HOMICIDE,162551850081,09/11/2016,106 JOSEPH LOWERY BLVD SW,101,Atlanta University Center,T,33.75,-84.42,2016,"33.75,-84.42",4
76,63,9,14,1,80.0,63.49,0.0,12.1,Clear,27963,HOMICIDE,162231625082,09/14/2016,350 CHAPPELL RD NW,107,Grove Park,J,33.76,-84.43,2016,"33.76,-84.43",4
77,64,9,15,1,80.6,59.51,0.0,9.2,Clear,27773,HOMICIDE,162590332083,09/15/2016,17 JESSIE HILL JR DR NE,510,Downtown,M,33.75,-84.38,2016,"33.75,-84.38",3
78,65,9,16,1,79.1,62.05,0.0,12.1,Clear,27771,HOMICIDE,162601066084,09/16/2016,1725 RICHLAND RD SW,404,Cascade Avenue/Road,S,33.73,-84.44,2016,"33.73,-84.44",4
79,66,9,23,1,78.2,67.19,0.0,8.0,Clear,27097,HOMICIDE,162663386085,09/23/2016,1935 ALLISON CT SW,410,Fort Valley,R,33.7,-84.45,2016,"33.7,-84.45",4
80,67,10,1,1,65.0,62.65,0.0,9.7,Clear,2635,HOMICIDE,162750457086,10/01/2016,86 HOWELL DR SW,407,Adamsville,H,33.76,-84.5,2016,"33.76,-84.5",4
81,68,10,2,1,67.9,63.89,0.0,8.6,Partially cloudy,2587,HOMICIDE,162760446087,10/02/2016,490 WHITEHALL ST SW,507,Castleberry Hill,M,33.74,-84.4,2016,"33.74,-84.4",4
82,69,10,3,1,71.2,61.92,0.0,6.9,Partially cloudy,2395,HOMICIDE,162770939088,10/03/2016,1080 PEACHTREE ST NE,503,Midtown,E,33.78,-84.38,2016,"33.78,-84.38",3
83,70,10,18,1,71.3,69.43,0.0,9.7,Clear,1137,HOMICIDE,162920728089,10/18/2016,200 HARWELL PL NW,112,Collier Heights,I,33.78,-84.49,2016,"33.78,-84.49",4
84,71,10,25,1,63.0,52.67,0.0,9.2,Clear,467,HOMICIDE,162982902090,10/25/2016,1058 RIDGE AVE SW,304,Peoplestown,V,33.73,-84.39,2016,"33.73,-84.39",4
85,72,10,28,1,68.8,64.42,0.0,9.2,Clear,324,HOMICIDE,163023015091,10/28/2016,1891 MARKONE ST NW,107,Grove Park,J,33.77,-84.45,2016,"33.77,-84.45",4
86,73,10,31,1,69.6,56.54,0.0,6.4,Clear,0,HOMICIDE,163051391092,10/31/2016,1205 METROPOLITAN AVE SE,612,East Atlanta,W,33.74,-84.35,2016,"33.74,-84.35",3
87,74,11,1,3,68.5,62.36,0.0,11.4,Partially cloudy,4880,HOMICIDE,163063033095,11/01/2016,2060 ALISON CT SW,410,Campbellton Road,R,33.7,-84.46,2016,"33.7,-84.46",4
88,74,11,1,3,68.5,62.36,0.0,11.4,Partially cloudy,4881,HOMICIDE,163062723093,11/01/2016,689 SMITH ST SW,303,Mechanicsville,V,33.74,-84.4,2016,"33.74,-84.4",4
89,74,11,1,3,68.5,62.36,0.0,11.4,Partially cloudy,4882,HOMICIDE,163062911094,11/01/2016,2261 CASCADE RD SW,406,Cascade Avenue/Road,S,33.72,-84.46,2016,"33.72,-84.46",4
90,75,11,2,1,67.4,79.43,0.0,7.5,Partially cloudy,4696,HOMICIDE,163072879096,11/02/2016,812 VANDERBILT CT NW,112,Collier Heights,I,33.78,-84.49,2016,"33.78,-84.49",4
91,76,11,3,1,69.6,66.64,0.0,11.0,Partially cloudy,4695,HOMICIDE,162832112097,11/03/2016,65 JOSEPH E LOWERY BLVD NW,102,Vine City,L,33.76,-84.42,2016,"33.76,-84.42",4
92,77,11,9,1,58.2,51.29,0.0,17.4,Partially cloudy,4182,HOMICIDE,163080552098,11/09/2016,43 JESSE HILL DR SW,510,Downtown,M,33.76,-84.38,2016,"33.76,-84.38",3
93,78,11,10,1,53.9,50.74,0.0,7.5,Clear,4181,HOMICIDE,163153131099,11/10/2016,4511 CAMPBELLTON RD SW,412,,P,33.7,-84.54,2016,"33.7,-84.54",5
94,79,11,12,1,56.7,46.9,0.0,17.9,Partially cloudy,4046,HOMICIDE,163170440100,11/12/2016,466 EDGEWOOD AVE NE,604,Old Fourth Ward,M,33.75,-84.37,2016,"33.75,-84.37",3
95,80,11,18,1,60.2,54.4,0.0,7.5,Clear,3624,HOMICIDE,163231987101,11/18/2016,499 NORTHSIDE CIR NE,207,Loring Heights,E,33.8,-84.41,2016,"33.8,-84.41",3
96,81,11,19,1,52.7,52.59,0.0,22.5,Clear,3461,HOMICIDE,163241561102,11/19/2016,30 ALABAMA ST SW,511,Downtown,M,33.75,-84.39,2016,"33.75,-84.39",3
97,82,11,20,1,44.6,31.95,0.0,17.2,Clear,3460,HOMICIDE,163251634103,11/20/2016,2786 OLD HAPEVILLE RD SW,312,Glenrose Heights,Z,33.68,-84.39,2016,"33.68,-84.39",3
98,83,11,23,1,53.7,52.38,0.0,11.4,Partially cloudy,3243,HOMICIDE,162812612104,11/23/2016,1100 5TH ST NW,109,Carey Park,G,33.79,-84.47,2016,"33.79,-84.47",4
99,84,11,28,1,57.8,54.34,0.0,20.8,Overcast,2914,HOMICIDE,163332201105,11/28/2016,3806 ADKINS RD NW,114,Carroll Heights,H,33.77,-84.51,2016,"33.77,-84.51",5
100,85,11,30,1,65.5,84.83,0.63,16.1,"Rain, Overcast",2664,HOMICIDE,163320684106,11/30/2016,I-75 S @ CENTRAL  AVE SW,313,Blair Villa/Poole Creek,Z,33.65,-84.4,2016,"33.65,-84.4",3
101,86,12,1,1,48.2,60.49,0.0,16.1,Clear,9712,HOMICIDE,163052741107,12/01/2016,1425 JOSEPH E BOONE BLVD NW,107,Grove Park,J,33.76,-84.43,2016,"33.76,-84.43",4
102,87,12,12,1,52.0,76.82,0.0,9.4,Overcast,8804,HOMICIDE,163472509109,12/12/2016,675 METROPOLITAN PKWY SW,301,Adair Park,V,33.74,-84.41,2016,"33.74,-84.41",4
103,88,12,13,1,50.4,93.79,0.06,8.3,"Rain, Overcast",8803,HOMICIDE,163480529110,12/13/2016,555 WHITEHALL ST SW,303,Mechanicsville,V,33.74,-84.41,2016,"33.74,-84.41",4
104,89,12,24,1,57.2,66.6,0.0,8.0,Partially cloudy,7833,HOMICIDE,163591145111,12/24/2016,876 MARTIN L KING JR DR SW,101,Atlanta University Center,T,33.75,-84.42,2016,"33.75,-84.42",4
105,90,12,26,1,58.6,87.61,0.01,10.3,"Rain, Overcast",7638,HOMICIDE,163610248112,12/26/2016,1935 ALISON CT SW,410,Fort Valley,R,33.7,-84.45,2016,"33.7,-84.45",4
106,91,12,31,1,39.8,60.94,0.12,8.0,"Rain, Overcast",7338,HOMICIDE,163660563113,12/31/2016,1090 HOLLYWOOD RD NW,109,Almond Park,G,33.78,-84.46,2016,"33.78,-84.46",4
