,Unnamed: 0,Month,Day,Crime Count,Avg_Temp,Humidity,Precip,Wind_Speed,Conditions,Index,crime,number,date,location,beat,neighborhood,npu,lat,long,Year,latLong,store count
49,13,1,15,2,44.9,82.62,1.44,13.9,"Rain, Overcast",6165,ROBBERY-PEDESTRIAN,160153358,01/15/2016,S GORDON ST SW / WESTWOOD AVE SW,404,Westview,T,33.74,-84.45,2016,"33.74,-84.45",4
50,14,1,16,8,50.8,71.44,0.0,11.5,Partially cloudy,6127,ROBBERY-PEDESTRIAN,160162649,01/16/2016,564 FAIR DR SW,306,Sylvan Hills,X,33.7,-84.41,2016,"33.7,-84.41",3
51,14,1,16,8,50.8,71.44,0.0,11.5,Partially cloudy,6074,ROBBERY-PEDESTRIAN,160160402,01/16/2016,61 NORTH AVE NW,505,Midtown,E,33.77,-84.39,2016,"33.77,-84.39",4
52,14,1,16,8,50.8,71.44,0.0,11.5,Partially cloudy,6063,ROBBERY-PEDESTRIAN,160163001,01/16/2016,128 E ANDREWS DR NW,206,South Tuxedo Park,B,33.84,-84.38,2016,"33.84,-84.38",3
53,14,1,16,8,50.8,71.44,0.0,11.5,Partially cloudy,6118,ROBBERY-PEDESTRIAN,160162361,01/16/2016,934 MAYSON TURNER RD NW,105,Washington Park,K,33.76,-84.42,2016,"33.76,-84.42",4
54,14,1,16,8,50.8,71.44,0.0,11.5,Partially cloudy,6069,ROBBERY-PEDESTRIAN,160160141,01/16/2016,504 BECKWITH CT SW,101,Atlanta University Center,T,33.75,-84.4,2016,"33.75,-84.4",3
55,14,1,16,8,50.8,71.44,0.0,11.5,Partially cloudy,6066,ROBBERY-PEDESTRIAN,160163033,01/16/2016,654 LEXINGTON AVE SW,301,Adair Park,V,33.72,-84.41,2016,"33.72,-84.41",4
56,14,1,16,8,50.8,71.44,0.0,11.5,Partially cloudy,6077,ROBBERY-PEDESTRIAN,160160500,01/16/2016,940 GREENWOOD AVE NE,601,Virginia Highland,F,33.78,-84.36,2016,"33.78,-84.36",3
57,14,1,16,8,50.8,71.44,0.0,11.5,Partially cloudy,6061,ROBBERY-PEDESTRIAN,160162900,01/16/2016,1614 ARTHUR LANGFORD JR PL SW @ARTHUR LANGFORD SK P,307,Joyland,Y,33.71,-84.4,2016,"33.71,-84.4",4
58,15,1,17,8,40.2,64.66,0.07,17.8,"Rain, Partially cloudy",5988,ROBBERY-PEDESTRIAN,160170441,01/17/2016,49 BOULEVARD SE,604,Sweet Auburn,M,33.75,-84.37,2016,"33.75,-84.37",3
59,15,1,17,8,40.2,64.66,0.07,17.8,"Rain, Partially cloudy",5991,ROBBERY-PEDESTRIAN,160170701,01/17/2016,444 ANGIER AVE NE ,603,Old Fourth Ward,M,33.77,-84.37,2016,"33.77,-84.37",4
60,15,1,17,8,40.2,64.66,0.07,17.8,"Rain, Partially cloudy",5983,ROBBERY-PEDESTRIAN,160170139,01/17/2016,852 ARLINGTON PL NE,601,Virginia Highland,F,33.78,-84.35,2016,"33.78,-84.35",3
61,15,1,17,8,40.2,64.66,0.07,17.8,"Rain, Partially cloudy",5981,ROBBERY-PEDESTRIAN,160170019,01/17/2016,1459 MECASLIN ST NW,207,Loring Heights,E,33.79,-84.4,2016,"33.79,-84.4",4
62,15,1,17,8,40.2,64.66,0.07,17.8,"Rain, Partially cloudy",6022,ROBBERY-PEDESTRIAN,160171682,01/17/2016,687 NORFLEET RD NW,205,Springlake,C,33.81,-84.41,2016,"33.81,-84.41",2
63,15,1,17,8,40.2,64.66,0.07,17.8,"Rain, Partially cloudy",6054,ROBBERY-PEDESTRIAN,160172552,01/17/2016,183 DEGRESS AVE NE,602,Inman Park,N,33.76,-84.35,2016,"33.76,-84.35",3
64,15,1,17,8,40.2,64.66,0.07,17.8,"Rain, Partially cloudy",6015,ROBBERY-PEDESTRIAN,160171490,01/17/2016,1895 PLAZA LN SW,410,Campbellton Road,R,33.7,-84.45,2016,"33.7,-84.45",4
65,15,1,17,8,40.2,64.66,0.07,17.8,"Rain, Partially cloudy",5984,ROBBERY-PEDESTRIAN,160170357,01/17/2016,3330 MARTIN L KING JR DR SW,407,Adamsville,H,33.75,-84.5,2016,"33.75,-84.5",5
66,16,1,18,4,31.7,48.58,0.0,16.1,Clear,5918,ROBBERY-PEDESTRIAN,160180711,01/18/2016,2444 FORREST PARK RD SE,308,Rebel Valley Forest,Z,33.69,-84.36,2016,"33.69,-84.36",3
67,16,1,18,4,31.7,48.58,0.0,16.1,Clear,5968,ROBBERY-PEDESTRIAN,160182619,01/18/2016,690 NEW TOWN CIR SE,308,Thomasville Heights,Z,33.71,-84.36,2016,"33.71,-84.36",4
68,16,1,18,4,31.7,48.58,0.0,16.1,Clear,5911,ROBBERY-PEDESTRIAN,160180162,01/18/2016,4475 ROSWELL RD NE,209,North Buckhead,B,33.88,-84.38,2016,"33.88,-84.38",3
69,16,1,18,4,31.7,48.58,0.0,16.1,Clear,5961,ROBBERY-PEDESTRIAN,160182570,01/18/2016,441 16TH ST NW @IKEA,501,Atlantic Station,E,33.79,-84.4,2016,"33.79,-84.4",4
70,17,1,19,2,28.3,42.25,0.0,12.7,Clear,5871,ROBBERY-PEDESTRIAN,160192941,01/19/2016,565 WELLS ST SW,303,Mechanicsville,V,33.74,-84.41,2016,"33.74,-84.41",4
71,17,1,19,2,28.3,42.25,0.0,12.7,Clear,5875,ROBBERY-PEDESTRIAN,160193063,01/19/2016,3550 MARTIN LUTHER KING JR DR SW,406,Adamsville,H,33.76,-84.5,2016,"33.76,-84.5",4
72,18,1,20,5,35.2,61.03,0.11,7.5,"Rain, Overcast",5778,ROBBERY-PEDESTRIAN,160201883,01/20/2016,65 ALABAMA ST SW,511,Downtown,M,33.75,-84.39,2016,"33.75,-84.39",3
73,18,1,20,5,35.2,61.03,0.11,7.5,"Rain, Overcast",5783,ROBBERY-PEDESTRIAN,160201988,01/20/2016,565 GREENSFERRY AVE SW,101,The Villages at Castleberry H,T,33.75,-84.41,2016,"33.75,-84.41",4
74,18,1,20,5,35.2,61.03,0.11,7.5,"Rain, Overcast",5750,ROBBERY-PEDESTRIAN,160203116,01/20/2016,58 S PRADO NE,502,Ansley Park,E,33.79,-84.38,2016,"33.79,-84.38",3
75,18,1,20,5,35.2,61.03,0.11,7.5,"Rain, Overcast",5758,ROBBERY-PEDESTRIAN,160203048,01/20/2016,532 CLEVELAND AVE SW,311,Hammond Park,X,33.68,-84.41,2016,"33.68,-84.41",3
76,18,1,20,5,35.2,61.03,0.11,7.5,"Rain, Overcast",5792,ROBBERY-PEDESTRIAN,160202669,01/20/2016,1977 MARTIN L KING JR DR NW,108,,I,33.75,-84.45,2016,"33.75,-84.45",4
77,19,1,21,5,43.1,83.7,0.45,12.8,"Rain, Overcast",5731,ROBBERY-PEDESTRIAN,160212909,01/21/2016,170 BARFIELD AVE SW,405,Florida Heights,I,33.75,-84.46,2016,"33.75,-84.46",4
78,19,1,21,5,43.1,83.7,0.45,12.8,"Rain, Overcast",5745,ROBBERY-PEDESTRIAN,160213537,01/21/2016,477 PEACHTREE ST NE,509,Downtown,M,33.77,-84.39,2016,"33.77,-84.39",4
79,19,1,21,5,43.1,83.7,0.45,12.8,"Rain, Overcast",5742,ROBBERY-PEDESTRIAN,160213427,01/21/2016,PEACHTREE RD NE / PALISADES RD NE,207,Ardmore,E,33.8,-84.39,2016,"33.8,-84.39",3
80,19,1,21,5,43.1,83.7,0.45,12.8,"Rain, Overcast",5729,ROBBERY-PEDESTRIAN,160212819,01/21/2016,1827 LAKEWOOD TER SE,307,Lakewood Heights,Y,33.7,-84.38,2016,"33.7,-84.38",4
81,19,1,21,5,43.1,83.7,0.45,12.8,"Rain, Overcast",5696,ROBBERY-PEDESTRIAN,160211396,01/21/2016,704 PRYOR ST SW ,303,Mechanicsville,V,33.74,-84.39,2016,"33.74,-84.39",3
82,20,1,22,4,40.1,88.58,1.86,18.5,"Rain, Overcast",5665,ROBBERY-PEDESTRIAN,160222608,01/22/2016,1090 HOLLYWOOD RD NW,109,Almond Park,G,33.78,-84.46,2016,"33.78,-84.46",4
83,20,1,22,4,40.1,88.58,1.86,18.5,"Rain, Overcast",5666,ROBBERY-PEDESTRIAN,160222673,01/22/2016,455 FULTON ST SW,303,Mechanicsville,V,33.74,-84.4,2016,"33.74,-84.4",4
84,20,1,22,4,40.1,88.58,1.86,18.5,"Rain, Overcast",5643,ROBBERY-PEDESTRIAN,160221643,01/22/2016,3450 BENJAMIN MAYS,407,Mays,H,33.73,-84.5,2016,"33.73,-84.5",5
85,20,1,22,4,40.1,88.58,1.86,18.5,"Rain, Overcast",5674,ROBBERY-PEDESTRIAN,160222993,01/22/2016,2891 SPRINGDALE RD SW,311,Hammond Park,X,33.68,-84.42,2016,"33.68,-84.42",4
86,21,1,23,4,29.5,69.25,0.0,24.7,Overcast,5578,ROBBERY-PEDESTRIAN,160231925,01/23/2016,870 MAYSON TURNER RD NW,102,Vine City,L,33.76,-84.42,2016,"33.76,-84.42",4
87,21,1,23,4,29.5,69.25,0.0,24.7,Overcast,5592,ROBBERY-PEDESTRIAN,160232547,01/23/2016,1176 MEMORIAL DR SE,609,Edgewood,O,33.75,-84.35,2016,"33.75,-84.35",3
88,21,1,23,4,29.5,69.25,0.0,24.7,Overcast,5535,ROBBERY-PEDESTRIAN,160230190,01/23/2016,1123 EUCLID AVE NE,602,Inman Park,N,33.76,-84.35,2016,"33.76,-84.35",3
89,21,1,23,4,29.5,69.25,0.0,24.7,Overcast,5569,ROBBERY-PEDESTRIAN,160231769,01/23/2016,1638 W LAKE CT NW,105,West Lake,J,33.76,-84.44,2016,"33.76,-84.44",3
90,22,1,24,7,34.9,56.26,0.0,14.4,Clear,5478,ROBBERY-PEDESTRIAN,160240594,01/24/2016,608 EDGEWOOD AVE NE,604,Old Fourth Ward,M,33.75,-84.37,2016,"33.75,-84.37",3
91,22,1,24,7,34.9,56.26,0.0,14.4,Clear,5475,ROBBERY-PEDESTRIAN,160240309,01/24/2016,1850 METROPOLITAN PKWY SW,306,Sylvan Hills,X,33.7,-84.41,2016,"33.7,-84.41",3
92,22,1,24,7,34.9,56.26,0.0,14.4,Clear,5476,ROBBERY-PEDESTRIAN,160240507,01/24/2016,1944 PIEDMONT CIR NE,212,Piedmont Heights,F,33.81,-84.37,2016,"33.81,-84.37",2
93,22,1,24,7,34.9,56.26,0.0,14.4,Clear,5533,ROBBERY-PEDESTRIAN,160242662,01/24/2016,258 NELSON ST SW,507,Castleberry Hill,M,33.75,-84.4,2016,"33.75,-84.4",3
94,22,1,24,7,34.9,56.26,0.0,14.4,Clear,5521,ROBBERY-PEDESTRIAN,160242361,01/24/2016,1615 BUCHANAN ST NW,207,Berkeley Park,D,33.8,-84.41,2016,"33.8,-84.41",3
95,22,1,24,7,34.9,56.26,0.0,14.4,Clear,5522,ROBBERY-PEDESTRIAN,160242394,01/24/2016,1078 ARLINGTON AVE SW,403,Oakland City,S,33.72,-84.42,2016,"33.72,-84.42",4
96,22,1,24,7,34.9,56.26,0.0,14.4,Clear,5474,ROBBERY-PEDESTRIAN,160240263,01/24/2016,1020 BOLTON RD NW,114,Bankhead/Bolton,H,33.78,-84.5,2016,"33.78,-84.5",5
97,23,1,25,5,42.1,55.14,0.0,8.6,Partially cloudy,5468,ROBBERY-PEDESTRIAN,160253265,01/25/2016,562 GRESHAM AVE SE,612,East Atlanta,W,33.74,-84.35,2016,"33.74,-84.35",3
98,23,1,25,5,42.1,55.14,0.0,8.6,Partially cloudy,5389,ROBBERY-PEDESTRIAN,160250107,01/25/2016,920 GLENWOOD AVE ,606,Ormewood Park,W,33.74,-84.36,2016,"33.74,-84.36",3
99,23,1,25,5,42.1,55.14,0.0,8.6,Partially cloudy,5392,ROBBERY-PEDESTRIAN,160250345,01/25/2016,1006 GUN CLUB RD NW,110,Grove Park,J,33.78,-84.46,2016,"33.78,-84.46",4
100,23,1,25,5,42.1,55.14,0.0,8.6,Partially cloudy,5391,ROBBERY-PEDESTRIAN,160250317,01/25/2016,708 MCDANIEL ST SW,303,Mechanicsville,V,33.74,-84.4,2016,"33.74,-84.4",4
101,23,1,25,5,42.1,55.14,0.0,8.6,Partially cloudy,5395,ROBBERY-PEDESTRIAN,160250654,01/25/2016,2116 DEFOORS FERRY RD NW,204,Underwood Hills,D,33.81,-84.43,2016,"33.81,-84.43",2
102,24,1,26,4,47.5,71.94,0.11,8.1,"Rain, Overcast",5312,ROBBERY-PEDESTRIAN,160260108,01/26/2016,390 STOVALL ST SE,606,Ormewood Park,W,33.74,-84.35,2016,"33.74,-84.35",3
103,24,1,26,4,47.5,71.94,0.11,8.1,"Rain, Overcast",5381,ROBBERY-PEDESTRIAN,160263187,01/26/2016,2745 OLD HAPEVILLE RD SW,311,Glenrose Heights,Z,33.68,-84.39,2016,"33.68,-84.39",3
104,24,1,26,4,47.5,71.94,0.11,8.1,"Rain, Overcast",5318,ROBBERY-PEDESTRIAN,160260616,01/26/2016,2587 DONALD LEE HOLLOWELL PKWY NW,109,Center Hill,J,33.78,-84.47,2016,"33.78,-84.47",5
105,24,1,26,4,47.5,71.94,0.11,8.1,"Rain, Overcast",5353,ROBBERY-PEDESTRIAN,160261994,01/26/2016,2905 3RD AVE SW,311,Perkerson,X,33.68,-84.4,2016,"33.68,-84.4",3
106,25,1,27,5,44.6,81.95,0.14,11.5,"Rain, Overcast",5290,ROBBERY-PEDESTRIAN,160272578,01/27/2016,490 FAIRBURN RD SW,407,Fairburn Mays,H,33.74,-84.51,2016,"33.74,-84.51",5
107,25,1,27,5,44.6,81.95,0.14,11.5,"Rain, Overcast",5305,ROBBERY-PEDESTRIAN,160273000,01/27/2016,497 LINDSAY ST NW,103,English Avenue,L,33.77,-84.42,2016,"33.77,-84.42",4
108,25,1,27,5,44.6,81.95,0.14,11.5,"Rain, Overcast",5306,ROBBERY-PEDESTRIAN,160273028,01/27/2016,2615 DONALD LEE HOLLOWELL PKWY NW,109,Center Hill,J,33.78,-84.47,2016,"33.78,-84.47",5
109,25,1,27,5,44.6,81.95,0.14,11.5,"Rain, Overcast",5222,ROBBERY-PEDESTRIAN,160270171,01/27/2016,1890 MYRTLE DR SW,410,Campbellton Road,R,33.7,-84.45,2016,"33.7,-84.45",4
110,25,1,27,5,44.6,81.95,0.14,11.5,"Rain, Overcast",5224,ROBBERY-PEDESTRIAN,160270248,01/27/2016,1469 CAMPBELLTON RD SW     ,408,Venetian Hills,S,33.71,-84.44,2016,"33.71,-84.44",3
111,26,1,28,1,44.2,63.41,0.0,8.1,Partially cloudy,5167,ROBBERY-PEDESTRIAN,160282000,01/28/2016,1790 HOWELL MILL RD NW,204,Underwood Hills,D,33.8,-84.41,2016,"33.8,-84.41",3
112,27,1,29,5,44.6,54.65,0.0,19.0,Clear,5134,ROBBERY-PEDESTRIAN,160293333,01/29/2016,450 FLAT SHOALS,612,East Atlanta,W,33.74,-84.35,2016,"33.74,-84.35",3
113,27,1,29,5,44.6,54.65,0.0,19.0,Clear,5073,ROBBERY-PEDESTRIAN,160290631,01/29/2016,942 HANK AARON DR SE,304,Peoplestown,V,33.73,-84.39,2016,"33.73,-84.39",4
114,27,1,29,5,44.6,54.65,0.0,19.0,Clear,5069,ROBBERY-PEDESTRIAN,160290121,01/29/2016,194 MITCHELL ST SW,512,Downtown,M,33.75,-84.39,2016,"33.75,-84.39",3
115,27,1,29,5,44.6,54.65,0.0,19.0,Clear,5132,ROBBERY-PEDESTRIAN,160293133,01/29/2016,2034 HATTERAS WAY NW,203,Whittier Mill Village,D,33.81,-84.48,2016,"33.81,-84.48",4
116,27,1,29,5,44.6,54.65,0.0,19.0,Clear,5140,ROBBERY-PEDESTRIAN,160293469,01/29/2016,2080 DONALD LEE HOLLOWELL PKWY NW,107,Grove Park,J,33.78,-84.45,2016,"33.78,-84.45",3
117,28,1,30,3,48.4,56.01,0.0,11.4,Clear,4995,ROBBERY-PEDESTRIAN,160293340,01/30/2016,565 JOSEPH E LOWERY BLVD SW,401,West End,T,33.74,-84.42,2016,"33.74,-84.42",4
118,28,1,30,3,48.4,56.01,0.0,11.4,Clear,4984,ROBBERY-PEDESTRIAN,160302907,01/30/2016,3050 MARTIN L KING JR DR SW,405,Harland Terrace,I,33.75,-84.49,2016,"33.75,-84.49",4
119,28,1,30,3,48.4,56.01,0.0,11.4,Clear,5040,ROBBERY-PEDESTRIAN,160301981,01/30/2016,3843 JONESBORO RD,313,South River Gardens,Z,33.65,-84.37,2016,"33.65,-84.37",3
